,Country Name,Indicator Name,Year,Death Rate
13299,Zimbabwe,"Death rate, crude (per 1,000 people)",2009-01-01,14.804
13300,Aruba,"Death rate, crude (per 1,000 people)",2010-01-01,6.745
13301,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",2010-01-01,9.939449408
13302,Afghanistan,"Death rate, crude (per 1,000 people)",2010-01-01,8.254
13303,Africa Western and Central,"Death rate, crude (per 1,000 people)",2010-01-01,12.49276485
13304,Angola,"Death rate, crude (per 1,000 people)",2010-01-01,11.177
13305,Albania,"Death rate, crude (per 1,000 people)",2010-01-01,7.029
13306,Andorra,"Death rate, crude (per 1,000 people)",2010-01-01,2.8
13307,Arab World,"Death rate, crude (per 1,000 people)",2010-01-01,5.549976809
13308,United Arab Emirates,"Death rate, crude (per 1,000 people)",2010-01-01,0.795
13309,Argentina,"Death rate, crude (per 1,000 people)",2010-01-01,7.661
13310,Armenia,"Death rate, crude (per 1,000 people)",2010-01-01,9.384
13311,American Samoa,"Death rate, crude (per 1,000 people)",2010-01-01,
13312,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",2010-01-01,5.7
13313,Australia,"Death rate, crude (per 1,000 people)",2010-01-01,6.5
13314,Austria,"Death rate, crude (per 1,000 people)",2010-01-01,9.2
13315,Azerbaijan,"Death rate, crude (per 1,000 people)",2010-01-01,5.9
13316,Burundi,"Death rate, crude (per 1,000 people)",2010-01-01,10.538
13317,Belgium,"Death rate, crude (per 1,000 people)",2010-01-01,9.7
13318,Benin,"Death rate, crude (per 1,000 people)",2010-01-01,10.461
13319,Burkina Faso,"Death rate, crude (per 1,000 people)",2010-01-01,11.253
13320,Bangladesh,"Death rate, crude (per 1,000 people)",2010-01-01,6.106
13321,Bulgaria,"Death rate, crude (per 1,000 people)",2010-01-01,14.9
13322,Bahrain,"Death rate, crude (per 1,000 people)",2010-01-01,1.883
13323,"Bahamas, The","Death rate, crude (per 1,000 people)",2010-01-01,6.269
13324,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",2010-01-01,9.499
13325,Belarus,"Death rate, crude (per 1,000 people)",2010-01-01,14.5
13326,Belize,"Death rate, crude (per 1,000 people)",2010-01-01,4.66
13327,Bermuda,"Death rate, crude (per 1,000 people)",2010-01-01,7.4
13328,Bolivia,"Death rate, crude (per 1,000 people)",2010-01-01,7.66
13329,Brazil,"Death rate, crude (per 1,000 people)",2010-01-01,6.199
13330,Barbados,"Death rate, crude (per 1,000 people)",2010-01-01,9.037
13331,Brunei Darussalam,"Death rate, crude (per 1,000 people)",2010-01-01,3.751
13332,Bhutan,"Death rate, crude (per 1,000 people)",2010-01-01,6.808
13333,Botswana,"Death rate, crude (per 1,000 people)",2010-01-01,8.93
13334,Central African Republic,"Death rate, crude (per 1,000 people)",2010-01-01,14.534
13335,Canada,"Death rate, crude (per 1,000 people)",2010-01-01,7.1
13336,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",2010-01-01,11.42948365
13337,Switzerland,"Death rate, crude (per 1,000 people)",2010-01-01,8.0
13338,Channel Islands,"Death rate, crude (per 1,000 people)",2010-01-01,8.239184875
13339,Chile,"Death rate, crude (per 1,000 people)",2010-01-01,5.962
13340,China,"Death rate, crude (per 1,000 people)",2010-01-01,7.11
13341,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",2010-01-01,11.187
13342,Cameroon,"Death rate, crude (per 1,000 people)",2010-01-01,10.992
13343,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",2010-01-01,11.653
13344,"Congo, Rep.","Death rate, crude (per 1,000 people)",2010-01-01,8.123
13345,Colombia,"Death rate, crude (per 1,000 people)",2010-01-01,4.924
13346,Comoros,"Death rate, crude (per 1,000 people)",2010-01-01,9.457
13347,Cabo Verde,"Death rate, crude (per 1,000 people)",2010-01-01,6.409
13348,Costa Rica,"Death rate, crude (per 1,000 people)",2010-01-01,4.552
13349,Caribbean small states,"Death rate, crude (per 1,000 people)",2010-01-01,7.088199522
13350,Cuba,"Death rate, crude (per 1,000 people)",2010-01-01,8.297
13351,Curacao,"Death rate, crude (per 1,000 people)",2010-01-01,8.4
13352,Cayman Islands,"Death rate, crude (per 1,000 people)",2010-01-01,3.0
13353,Cyprus,"Death rate, crude (per 1,000 people)",2010-01-01,6.412
13354,Czechia,"Death rate, crude (per 1,000 people)",2010-01-01,10.2
13355,Germany,"Death rate, crude (per 1,000 people)",2010-01-01,10.5
13356,Djibouti,"Death rate, crude (per 1,000 people)",2010-01-01,9.11
13357,Dominica,"Death rate, crude (per 1,000 people)",2010-01-01,11.573
13358,Denmark,"Death rate, crude (per 1,000 people)",2010-01-01,9.8
13359,Dominican Republic,"Death rate, crude (per 1,000 people)",2010-01-01,5.821
13360,Algeria,"Death rate, crude (per 1,000 people)",2010-01-01,4.754
13361,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",2010-01-01,7.044309913
13362,Early-demographic dividend,"Death rate, crude (per 1,000 people)",2010-01-01,7.034768015
13363,East Asia & Pacific,"Death rate, crude (per 1,000 people)",2010-01-01,7.11701794
13364,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",2010-01-01,8.625081343
13365,Europe & Central Asia,"Death rate, crude (per 1,000 people)",2010-01-01,10.13616642
13366,Ecuador,"Death rate, crude (per 1,000 people)",2010-01-01,4.852
13367,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",2010-01-01,6.018
13368,Euro area,"Death rate, crude (per 1,000 people)",2010-01-01,9.44951099
13369,Eritrea,"Death rate, crude (per 1,000 people)",2010-01-01,7.492
13370,Spain,"Death rate, crude (per 1,000 people)",2010-01-01,8.2
13371,Estonia,"Death rate, crude (per 1,000 people)",2010-01-01,11.9
13372,Ethiopia,"Death rate, crude (per 1,000 people)",2010-01-01,9.001
13373,European Union,"Death rate, crude (per 1,000 people)",2010-01-01,9.839059226
13374,Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",2010-01-01,10.76916694
13375,Finland,"Death rate, crude (per 1,000 people)",2010-01-01,9.5
13376,Fiji,"Death rate, crude (per 1,000 people)",2010-01-01,7.113
13377,France,"Death rate, crude (per 1,000 people)",2010-01-01,8.5
13378,Faroe Islands,"Death rate, crude (per 1,000 people)",2010-01-01,7.2
13379,"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",2010-01-01,4.587
13380,Gabon,"Death rate, crude (per 1,000 people)",2010-01-01,8.284
13381,United Kingdom,"Death rate, crude (per 1,000 people)",2010-01-01,8.9
13382,Georgia,"Death rate, crude (per 1,000 people)",2010-01-01,12.347
13383,Ghana,"Death rate, crude (per 1,000 people)",2010-01-01,8.626
13384,Gibraltar,"Death rate, crude (per 1,000 people)",2010-01-01,7.678
13385,Guinea,"Death rate, crude (per 1,000 people)",2010-01-01,11.669
13386,"Gambia, The","Death rate, crude (per 1,000 people)",2010-01-01,8.941
13387,Guinea-Bissau,"Death rate, crude (per 1,000 people)",2010-01-01,11.035
13388,Equatorial Guinea,"Death rate, crude (per 1,000 people)",2010-01-01,11.214
13389,Greece,"Death rate, crude (per 1,000 people)",2010-01-01,9.8
13390,Grenada,"Death rate, crude (per 1,000 people)",2010-01-01,7.058
13391,Greenland,"Death rate, crude (per 1,000 people)",2010-01-01,9.0
13392,Guatemala,"Death rate, crude (per 1,000 people)",2010-01-01,5.296
13393,Guam,"Death rate, crude (per 1,000 people)",2010-01-01,4.947
13394,Guyana,"Death rate, crude (per 1,000 people)",2010-01-01,7.399
13395,High income,"Death rate, crude (per 1,000 people)",2010-01-01,8.985230321
13396,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",2010-01-01,6.0
13397,Honduras,"Death rate, crude (per 1,000 people)",2010-01-01,4.348
13398,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",2010-01-01,9.94562623
13399,Croatia,"Death rate, crude (per 1,000 people)",2010-01-01,11.8
13400,Haiti,"Death rate, crude (per 1,000 people)",2010-01-01,17.738
13401,Hungary,"Death rate, crude (per 1,000 people)",2010-01-01,13.0
13402,IBRD only,"Death rate, crude (per 1,000 people)",2010-01-01,7.352948679
13403,IDA & IBRD total,"Death rate, crude (per 1,000 people)",2010-01-01,7.810623824
13404,IDA total,"Death rate, crude (per 1,000 people)",2010-01-01,9.242350005
13405,IDA blend,"Death rate, crude (per 1,000 people)",2010-01-01,10.12097543
13406,Indonesia,"Death rate, crude (per 1,000 people)",2010-01-01,7.406
13407,IDA only,"Death rate, crude (per 1,000 people)",2010-01-01,8.798593801
13408,Isle of Man,"Death rate, crude (per 1,000 people)",2010-01-01,9.97
13409,India,"Death rate, crude (per 1,000 people)",2010-01-01,7.385
13410,Not classified,"Death rate, crude (per 1,000 people)",2010-01-01,
13411,Ireland,"Death rate, crude (per 1,000 people)",2010-01-01,6.1
13412,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",2010-01-01,5.108
13413,Iraq,"Death rate, crude (per 1,000 people)",2010-01-01,5.85
13414,Iceland,"Death rate, crude (per 1,000 people)",2010-01-01,6.4
13415,Israel,"Death rate, crude (per 1,000 people)",2010-01-01,5.2
13416,Italy,"Death rate, crude (per 1,000 people)",2010-01-01,9.9
13417,Jamaica,"Death rate, crude (per 1,000 people)",2010-01-01,6.019
13418,Jordan,"Death rate, crude (per 1,000 people)",2010-01-01,3.604
13419,Japan,"Death rate, crude (per 1,000 people)",2010-01-01,9.5
13420,Kazakhstan,"Death rate, crude (per 1,000 people)",2010-01-01,8.95
13421,Kenya,"Death rate, crude (per 1,000 people)",2010-01-01,7.57
13422,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",2010-01-01,6.6
13423,Cambodia,"Death rate, crude (per 1,000 people)",2010-01-01,6.121
13424,Kiribati,"Death rate, crude (per 1,000 people)",2010-01-01,7.071
13425,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",2010-01-01,9.24
13426,"Korea, Rep.","Death rate, crude (per 1,000 people)",2010-01-01,5.1
13427,Kuwait,"Death rate, crude (per 1,000 people)",2010-01-01,1.834
13428,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",2010-01-01,6.26831215
13429,Lao PDR,"Death rate, crude (per 1,000 people)",2010-01-01,8.008
13430,Lebanon,"Death rate, crude (per 1,000 people)",2010-01-01,4.066
13431,Liberia,"Death rate, crude (per 1,000 people)",2010-01-01,9.907
13432,Libya,"Death rate, crude (per 1,000 people)",2010-01-01,4.512
13433,St. Lucia,"Death rate, crude (per 1,000 people)",2010-01-01,7.32
13434,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",2010-01-01,6.247506583
13435,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",2010-01-01,9.110359417
13436,Low income,"Death rate, crude (per 1,000 people)",2010-01-01,9.62941662
13437,Liechtenstein,"Death rate, crude (per 1,000 people)",2010-01-01,6.6
13438,Sri Lanka,"Death rate, crude (per 1,000 people)",2010-01-01,7.369
13439,Lower middle income,"Death rate, crude (per 1,000 people)",2010-01-01,7.819235073
13440,Low & middle income,"Death rate, crude (per 1,000 people)",2010-01-01,7.623806167
13441,Lesotho,"Death rate, crude (per 1,000 people)",2010-01-01,18.644
13442,Late-demographic dividend,"Death rate, crude (per 1,000 people)",2010-01-01,7.458300497
13443,Lithuania,"Death rate, crude (per 1,000 people)",2010-01-01,13.6
13444,Luxembourg,"Death rate, crude (per 1,000 people)",2010-01-01,7.4
13445,Latvia,"Death rate, crude (per 1,000 people)",2010-01-01,14.3
13446,"Macao SAR, China","Death rate, crude (per 1,000 people)",2010-01-01,3.678
13447,St. Martin (French part),"Death rate, crude (per 1,000 people)",2010-01-01,3.718
13448,Morocco,"Death rate, crude (per 1,000 people)",2010-01-01,5.966
13449,Monaco,"Death rate, crude (per 1,000 people)",2010-01-01,
13450,Moldova,"Death rate, crude (per 1,000 people)",2010-01-01,12.582
13451,Madagascar,"Death rate, crude (per 1,000 people)",2010-01-01,7.713
13452,Maldives,"Death rate, crude (per 1,000 people)",2010-01-01,3.112
13453,Middle East & North Africa,"Death rate, crude (per 1,000 people)",2010-01-01,4.956857545
13454,Mexico,"Death rate, crude (per 1,000 people)",2010-01-01,5.594
13455,Marshall Islands,"Death rate, crude (per 1,000 people)",2010-01-01,6.876
13456,Middle income,"Death rate, crude (per 1,000 people)",2010-01-01,7.422874855
13457,North Macedonia,"Death rate, crude (per 1,000 people)",2010-01-01,9.3
13458,Mali,"Death rate, crude (per 1,000 people)",2010-01-01,11.812
13459,Malta,"Death rate, crude (per 1,000 people)",2010-01-01,7.3
13460,Myanmar,"Death rate, crude (per 1,000 people)",2010-01-01,9.214
13461,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",2010-01-01,5.338089397
13462,Montenegro,"Death rate, crude (per 1,000 people)",2010-01-01,9.1
13463,Mongolia,"Death rate, crude (per 1,000 people)",2010-01-01,6.729
13464,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",2010-01-01,
13465,Mozambique,"Death rate, crude (per 1,000 people)",2010-01-01,11.902
13466,Mauritania,"Death rate, crude (per 1,000 people)",2010-01-01,8.327
13467,Mauritius,"Death rate, crude (per 1,000 people)",2010-01-01,7.3
13468,Malawi,"Death rate, crude (per 1,000 people)",2010-01-01,11.412
13469,Malaysia,"Death rate, crude (per 1,000 people)",2010-01-01,5.009
13470,North America,"Death rate, crude (per 1,000 people)",2010-01-01,7.906257445
13471,Namibia,"Death rate, crude (per 1,000 people)",2010-01-01,11.062
13472,New Caledonia,"Death rate, crude (per 1,000 people)",2010-01-01,4.8
13473,Niger,"Death rate, crude (per 1,000 people)",2010-01-01,10.589
13474,Nigeria,"Death rate, crude (per 1,000 people)",2010-01-01,14.628
13475,Nicaragua,"Death rate, crude (per 1,000 people)",2010-01-01,4.491
13476,Netherlands,"Death rate, crude (per 1,000 people)",2010-01-01,8.2
13477,Norway,"Death rate, crude (per 1,000 people)",2010-01-01,8.5
13478,Nepal,"Death rate, crude (per 1,000 people)",2010-01-01,6.987
13479,Nauru,"Death rate, crude (per 1,000 people)",2010-01-01,8.214
13480,New Zealand,"Death rate, crude (per 1,000 people)",2010-01-01,6.53
13481,OECD members,"Death rate, crude (per 1,000 people)",2010-01-01,8.002481475
13482,Oman,"Death rate, crude (per 1,000 people)",2010-01-01,2.585
13483,Other small states,"Death rate, crude (per 1,000 people)",2010-01-01,8.017232809
13484,Pakistan,"Death rate, crude (per 1,000 people)",2010-01-01,7.599
13485,Panama,"Death rate, crude (per 1,000 people)",2010-01-01,4.755
13486,Peru,"Death rate, crude (per 1,000 people)",2010-01-01,6.895
13487,Philippines,"Death rate, crude (per 1,000 people)",2010-01-01,5.636
13488,Palau,"Death rate, crude (per 1,000 people)",2010-01-01,8.1
13489,Papua New Guinea,"Death rate, crude (per 1,000 people)",2010-01-01,7.134
13490,Poland,"Death rate, crude (per 1,000 people)",2010-01-01,9.9
13491,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",2010-01-01,10.94294494
13492,Puerto Rico,"Death rate, crude (per 1,000 people)",2010-01-01,7.833
13493,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",2010-01-01,8.71
13494,Portugal,"Death rate, crude (per 1,000 people)",2010-01-01,10.0
13495,Paraguay,"Death rate, crude (per 1,000 people)",2010-01-01,5.517
13496,West Bank and Gaza,"Death rate, crude (per 1,000 people)",2010-01-01,3.484
13497,Pacific island small states,"Death rate, crude (per 1,000 people)",2010-01-01,6.369579264
13498,Post-demographic dividend,"Death rate, crude (per 1,000 people)",2010-01-01,8.954799128
13499,French Polynesia,"Death rate, crude (per 1,000 people)",2010-01-01,2.84
13500,Qatar,"Death rate, crude (per 1,000 people)",2010-01-01,1.263
13501,Romania,"Death rate, crude (per 1,000 people)",2010-01-01,12.8
13502,Russian Federation,"Death rate, crude (per 1,000 people)",2010-01-01,14.2
13503,Rwanda,"Death rate, crude (per 1,000 people)",2010-01-01,8.068
13504,South Asia,"Death rate, crude (per 1,000 people)",2010-01-01,7.302632357
13505,Saudi Arabia,"Death rate, crude (per 1,000 people)",2010-01-01,2.498
13506,Sudan,"Death rate, crude (per 1,000 people)",2010-01-01,7.648
13507,Senegal,"Death rate, crude (per 1,000 people)",2010-01-01,7.19
13508,Singapore,"Death rate, crude (per 1,000 people)",2010-01-01,4.4
13509,Solomon Islands,"Death rate, crude (per 1,000 people)",2010-01-01,5.614
13510,Sierra Leone,"Death rate, crude (per 1,000 people)",2010-01-01,13.089
13511,El Salvador,"Death rate, crude (per 1,000 people)",2010-01-01,6.758
13512,San Marino,"Death rate, crude (per 1,000 people)",2010-01-01,6.5
13513,Somalia,"Death rate, crude (per 1,000 people)",2010-01-01,15.358
13514,Serbia,"Death rate, crude (per 1,000 people)",2010-01-01,14.2
13515,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",2010-01-01,10.97396432
13516,South Sudan,"Death rate, crude (per 1,000 people)",2010-01-01,11.68
13517,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",2010-01-01,10.97359965
13518,Small states,"Death rate, crude (per 1,000 people)",2010-01-01,7.648505101
13519,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",2010-01-01,7.055
13520,Suriname,"Death rate, crude (per 1,000 people)",2010-01-01,7.109
13521,Slovak Republic,"Death rate, crude (per 1,000 people)",2010-01-01,9.9
13522,Slovenia,"Death rate, crude (per 1,000 people)",2010-01-01,9.1
13523,Sweden,"Death rate, crude (per 1,000 people)",2010-01-01,9.6
13524,Eswatini,"Death rate, crude (per 1,000 people)",2010-01-01,15.911
13525,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",2010-01-01,4.1
13526,Seychelles,"Death rate, crude (per 1,000 people)",2010-01-01,7.4
13527,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",2010-01-01,3.701
13528,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",2010-01-01,5.592
13529,Chad,"Death rate, crude (per 1,000 people)",2010-01-01,15.421
13530,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2010-01-01,7.023179457
13531,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2010-01-01,10.8658221
13532,Togo,"Death rate, crude (per 1,000 people)",2010-01-01,10.326
13533,Thailand,"Death rate, crude (per 1,000 people)",2010-01-01,6.307
13534,Tajikistan,"Death rate, crude (per 1,000 people)",2010-01-01,5.934
13535,Turkmenistan,"Death rate, crude (per 1,000 people)",2010-01-01,6.377
13536,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2010-01-01,6.196765847
13537,Timor-Leste,"Death rate, crude (per 1,000 people)",2010-01-01,7.951
13538,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2010-01-01,5.358764859
13539,Tonga,"Death rate, crude (per 1,000 people)",2010-01-01,6.605
13540,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",2010-01-01,7.302632357
13541,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2010-01-01,10.97359965
13542,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",2010-01-01,6.708
13543,Tunisia,"Death rate, crude (per 1,000 people)",2010-01-01,5.329
13544,Turkiye,"Death rate, crude (per 1,000 people)",2010-01-01,5.251
13545,Tuvalu,"Death rate, crude (per 1,000 people)",2010-01-01,9.988
13546,Tanzania,"Death rate, crude (per 1,000 people)",2010-01-01,8.88
13547,Uganda,"Death rate, crude (per 1,000 people)",2010-01-01,8.832
13548,Ukraine,"Death rate, crude (per 1,000 people)",2010-01-01,15.2
13549,Upper middle income,"Death rate, crude (per 1,000 people)",2010-01-01,7.03384716
13550,Uruguay,"Death rate, crude (per 1,000 people)",2010-01-01,9.369
13551,United States,"Death rate, crude (per 1,000 people)",2010-01-01,7.995
13552,Uzbekistan,"Death rate, crude (per 1,000 people)",2010-01-01,4.8
13553,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",2010-01-01,6.916
13554,"Venezuela, RB","Death rate, crude (per 1,000 people)",2010-01-01,5.568
13555,British Virgin Islands,"Death rate, crude (per 1,000 people)",2010-01-01,5.377
13556,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",2010-01-01,6.6
13557,Viet Nam,"Death rate, crude (per 1,000 people)",2010-01-01,6.193
13558,Vanuatu,"Death rate, crude (per 1,000 people)",2010-01-01,6.056
13559,World,"Death rate, crude (per 1,000 people)",2010-01-01,7.875243132
13560,Samoa,"Death rate, crude (per 1,000 people)",2010-01-01,5.275
13561,Kosovo,"Death rate, crude (per 1,000 people)",2010-01-01,4.659
13562,"Yemen, Rep.","Death rate, crude (per 1,000 people)",2010-01-01,5.602
13563,South Africa,"Death rate, crude (per 1,000 people)",2010-01-01,11.257
13564,Zambia,"Death rate, crude (per 1,000 people)",2010-01-01,9.219
13565,Zimbabwe,"Death rate, crude (per 1,000 people)",2010-01-01,13.281
13566,Aruba,"Death rate, crude (per 1,000 people)",2011-01-01,6.945
13567,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",2011-01-01,9.499323161
13568,Afghanistan,"Death rate, crude (per 1,000 people)",2011-01-01,7.931
13569,Africa Western and Central,"Death rate, crude (per 1,000 people)",2011-01-01,12.1939339
13570,Angola,"Death rate, crude (per 1,000 people)",2011-01-01,10.63
13571,Albania,"Death rate, crude (per 1,000 people)",2011-01-01,7.238
13572,Andorra,"Death rate, crude (per 1,000 people)",2011-01-01,
13573,Arab World,"Death rate, crude (per 1,000 people)",2011-01-01,5.50163676
13574,United Arab Emirates,"Death rate, crude (per 1,000 people)",2011-01-01,0.82
13575,Argentina,"Death rate, crude (per 1,000 people)",2011-01-01,7.51
13576,Armenia,"Death rate, crude (per 1,000 people)",2011-01-01,9.559
13577,American Samoa,"Death rate, crude (per 1,000 people)",2011-01-01,
13578,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",2011-01-01,5.624
13579,Australia,"Death rate, crude (per 1,000 people)",2011-01-01,6.6
13580,Austria,"Death rate, crude (per 1,000 people)",2011-01-01,9.1
13581,Azerbaijan,"Death rate, crude (per 1,000 people)",2011-01-01,5.9
13582,Burundi,"Death rate, crude (per 1,000 people)",2011-01-01,10.094
13583,Belgium,"Death rate, crude (per 1,000 people)",2011-01-01,9.4
13584,Benin,"Death rate, crude (per 1,000 people)",2011-01-01,10.372
13585,Burkina Faso,"Death rate, crude (per 1,000 people)",2011-01-01,10.838
13586,Bangladesh,"Death rate, crude (per 1,000 people)",2011-01-01,6.112
13587,Bulgaria,"Death rate, crude (per 1,000 people)",2011-01-01,14.7
13588,Bahrain,"Death rate, crude (per 1,000 people)",2011-01-01,1.927
13589,"Bahamas, The","Death rate, crude (per 1,000 people)",2011-01-01,6.454
13590,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",2011-01-01,9.851
13591,Belarus,"Death rate, crude (per 1,000 people)",2011-01-01,14.3
13592,Belize,"Death rate, crude (per 1,000 people)",2011-01-01,4.591
13593,Bermuda,"Death rate, crude (per 1,000 people)",2011-01-01,6.8
13594,Bolivia,"Death rate, crude (per 1,000 people)",2011-01-01,7.496
13595,Brazil,"Death rate, crude (per 1,000 people)",2011-01-01,6.283
13596,Barbados,"Death rate, crude (per 1,000 people)",2011-01-01,8.952
13597,Brunei Darussalam,"Death rate, crude (per 1,000 people)",2011-01-01,3.813
13598,Bhutan,"Death rate, crude (per 1,000 people)",2011-01-01,6.737
13599,Botswana,"Death rate, crude (per 1,000 people)",2011-01-01,8.738
13600,Central African Republic,"Death rate, crude (per 1,000 people)",2011-01-01,14.092
13601,Canada,"Death rate, crude (per 1,000 people)",2011-01-01,7.1
13602,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",2011-01-01,11.31672317
13603,Switzerland,"Death rate, crude (per 1,000 people)",2011-01-01,7.8
13604,Channel Islands,"Death rate, crude (per 1,000 people)",2011-01-01,7.92046585
13605,Chile,"Death rate, crude (per 1,000 people)",2011-01-01,5.805
13606,China,"Death rate, crude (per 1,000 people)",2011-01-01,7.14
13607,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",2011-01-01,10.927
13608,Cameroon,"Death rate, crude (per 1,000 people)",2011-01-01,10.641
13609,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",2011-01-01,11.301
13610,"Congo, Rep.","Death rate, crude (per 1,000 people)",2011-01-01,7.942
13611,Colombia,"Death rate, crude (per 1,000 people)",2011-01-01,4.945
13612,Comoros,"Death rate, crude (per 1,000 people)",2011-01-01,9.313
13613,Cabo Verde,"Death rate, crude (per 1,000 people)",2011-01-01,5.938
13614,Costa Rica,"Death rate, crude (per 1,000 people)",2011-01-01,4.379
13615,Caribbean small states,"Death rate, crude (per 1,000 people)",2011-01-01,7.16767716
13616,Cuba,"Death rate, crude (per 1,000 people)",2011-01-01,8.421
13617,Curacao,"Death rate, crude (per 1,000 people)",2011-01-01,8.5
13618,Cayman Islands,"Death rate, crude (per 1,000 people)",2011-01-01,3.2
13619,Cyprus,"Death rate, crude (per 1,000 people)",2011-01-01,6.354
13620,Czechia,"Death rate, crude (per 1,000 people)",2011-01-01,10.2
13621,Germany,"Death rate, crude (per 1,000 people)",2011-01-01,10.6
13622,Djibouti,"Death rate, crude (per 1,000 people)",2011-01-01,9.07
13623,Dominica,"Death rate, crude (per 1,000 people)",2011-01-01,12.998
13624,Denmark,"Death rate, crude (per 1,000 people)",2011-01-01,9.4
13625,Dominican Republic,"Death rate, crude (per 1,000 people)",2011-01-01,5.84
13626,Algeria,"Death rate, crude (per 1,000 people)",2011-01-01,4.713
13627,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",2011-01-01,7.064519989
13628,Early-demographic dividend,"Death rate, crude (per 1,000 people)",2011-01-01,6.912430646
13629,East Asia & Pacific,"Death rate, crude (per 1,000 people)",2011-01-01,7.16159747
13630,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",2011-01-01,8.507787228
13631,Europe & Central Asia,"Death rate, crude (per 1,000 people)",2011-01-01,9.960061431
13632,Ecuador,"Death rate, crude (per 1,000 people)",2011-01-01,4.826
13633,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",2011-01-01,5.956
13634,Euro area,"Death rate, crude (per 1,000 people)",2011-01-01,9.449746469
13635,Eritrea,"Death rate, crude (per 1,000 people)",2011-01-01,7.249
13636,Spain,"Death rate, crude (per 1,000 people)",2011-01-01,8.3
13637,Estonia,"Death rate, crude (per 1,000 people)",2011-01-01,11.5
13638,Ethiopia,"Death rate, crude (per 1,000 people)",2011-01-01,8.52
13639,European Union,"Death rate, crude (per 1,000 people)",2011-01-01,9.811956549
13640,Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",2011-01-01,10.35358151
13641,Finland,"Death rate, crude (per 1,000 people)",2011-01-01,9.4
13642,Fiji,"Death rate, crude (per 1,000 people)",2011-01-01,7.114
13643,France,"Death rate, crude (per 1,000 people)",2011-01-01,8.4
13644,Faroe Islands,"Death rate, crude (per 1,000 people)",2011-01-01,7.9
13645,"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",2011-01-01,4.612
13646,Gabon,"Death rate, crude (per 1,000 people)",2011-01-01,8.184
13647,United Kingdom,"Death rate, crude (per 1,000 people)",2011-01-01,8.7
13648,Georgia,"Death rate, crude (per 1,000 people)",2011-01-01,12.418
13649,Ghana,"Death rate, crude (per 1,000 people)",2011-01-01,8.417
13650,Gibraltar,"Death rate, crude (per 1,000 people)",2011-01-01,7.123
13651,Guinea,"Death rate, crude (per 1,000 people)",2011-01-01,11.451
13652,"Gambia, The","Death rate, crude (per 1,000 people)",2011-01-01,8.501
13653,Guinea-Bissau,"Death rate, crude (per 1,000 people)",2011-01-01,10.579
